2022.08.27 星期六,時間:0110_母:0_配:130,時間:0711_母:150_配:0,時間:1043_母:100_配:30,時間:1327_母:60_配:90,時間:1640_母:70_配:80,時間:1950_母:90_配:60,時間:2313_母:30_配:150,
2022.08.28 星期日,時間:0516_母:90_配:0,時間:0834_母:70_配:60,時間:1219_母:60_配:90,時間:1516_母:60_配:90,時間:1818_母:70_配:80,時間:2125_母:80_配:70,
2022.08.29 星期一,時間:0038_母:30_配:150,時間:0711_母:30_配:120,時間:1110_母:120_配:30,時間:1416_母:90_配:60,時間:1758_母:100_配:59,時間:2055_母:60_配:90,時間:2350_母:30_配:130,
2022.08.30 星期二,時間:0733_母:100_配:50,時間:1131_母:150_配:0,時間:1456_母:80_配:70,時間:1806_母:0_配:150,時間:2114_母:0_配:150,
2022.08.31 星期三,時間:0013_母:30_配:140,時間:0617_母:150_配:0,時間:1022_母:100_配:50,時間:1354_母:70_配:80,時間:1700_母:100_配:50,時間:2015_母:70_配:80,時間:2324_母:30_配:150,
2022.09.01 星期四,時間:0554_母:90_配:60,時間:1004_母:150_配:0,時間:1307_母:60_配:90,時間:1625_母:15_配:140,時間:2000_母:90_配:60,時間:2315_母:30_配:150,
2022.09.02 星期五,時間:0606_母:140_配:0,時間:0858_母:110_配:40,時間:1235_母:100_配:50,時間:1526_母:0_配:150,時間:1853_母:120_配:30,時間:2146_母:70_配:80,
2022.09.03 星期六,時間:0809_母:0_配:100,時間:1229_母:150_配:0,時間:1540_母:0_配:150,時間:1837_母:150_配:0,時間:2134_母:60_配:90,時間:0022_母:30_配:130,
2022.09.04 星期日,時間:0015_母:30_配:140,時間:0805_母:70_配:80,時間:1125_母:150_配:0,時間:1430_母:70_配:80,時間:1735_母:70_配:80,時間:2035_母:60_配:90,
2022.09.05 星期一,時間:0045_母:30_配:125,時間:0420_母:120_配:0,時間:0824_母:30_配:120,時間:1300_母:110_配:40,時間:1546_母:80_配:70,時間:1845_母:60_配:90,時間:2207_母:80_配:70,
2022.09.06 星期二,時間:0100_母:30_配:150,時間:0840_母:150_配:0,時間:1227_母:80_配:70,時間:1520_母:90_配:60,時間:1802_母:100_配:50,時間:2100_母:60_配:90,時間:2357_母:30_配:120,
2022.09.07 星期三,時間:0809_母:140_配:0,時間:1145_母:70_配:80,時間:1658_母:90_配:60,時間:2025_母:60_配:100,時間:2236_母:0_配:120,
2022.09.08 星期四,時間:0057_母:30_配:80,時間:0901_母:145_配:0,時間:1230_母:150_配:0,時間:0500_母:0_配:150,時間:2014_母:150_配:0,
2022.09.09 星期五,時間:0035_母:40_配:150,時間:0728_母:70_配:80,時間:1238_母:150_配:0,時間:1525_母:100_配:50,時間:1844_母:100_配:50,時間:2210_母:80_配:70,
2022.09.10 星期六,時間:0102_母:30_配:150,時間:0740_母:140_配:0,時間:1208_母:60_配:90,時間:1556_母:130_配:30,時間:1843_母:60_配:90,時間:2157_母:75_配:80,
2022.09.11 星期日,時間:0040_母:30_配:120,時間:0733_母:40_配:110,時間:1147_母:150_配:0,時間:1455_母:70_配:80,時間:1802_母:70_配:80,時間:1906_母:30_配:0,時間:2141_母:80_配:70,
2022.09.12 星期一,時間:0032_母:30_配:150,時間:0803_母:30_配:120,時間:1203_母:145_配:0,時間:1507_母:70_配:80,時間:1811_母:120_配:30,時間:2131_母:90_配:60,
2022.09.13 星期二,時間:0007_母:30_配:140,時間:2108_母:145_配:0,時間:1215_母:80_配:70,時間:1518_母:120_配:30,時間:1759_母:70_配:80,時間:2105_母:70_配:80,
2022.09.14 星期三,時間:0744_母:150_配:0,時間:1135_母:70_配:80,時間:1451_母:150_配:0,時間:1804_母:0_配:150,時間:2105_母:145_配:0,
2022.09.15 星期四,時間:0003_母:30_配:150,時間:0851_母:140_配:0,時間:1250_母:120_配:30,時間:1541_母:60_配:90,時間:1829_母:60_配:90,時間:2205_母:80_配:70,
2022.09.16 星期五,時間:0032_母:30_配:150,時間:0800_母:150_配:0,時間:1130_母:50_配:100,時間:1520_母:90_配:60,時間:1758_母:110_配:40,時間:2051_母:80_配:70,
2022.09.17 星期六,時間:0001_母:30_配:150,時間:0705_母:150_配:0,時間:1150_母:40_配:110,時間:1530_母:155_配:0,時間:1815_母:60_配:90,時間:2105_母:60_配:90,
2022.09.18 星期日,時間:0018_母:30_配:150,時間:0751_母:150_配:0,時間:1223_母:100_配:50,時間:1513_母:70_配:80,時間:1800_母:60_配:90,時間:2128_母:140_配:0,
2022.09.19 星期一,時間:0001_母:30_配:150,時間:0800_母:150_配:0,時間:1142_母:60_配:90,時間:1505_母:150_配:0,時間:1849_母:80_配:70,時間:2150_母:0_配:150,
2022.09.20 星期二,時間:0020_母:30_配:150,時間:0705_母:150_配:0,時間:1150_母:80_配:70,時間:1432_母:150_配:0,時間:1828_母:90_配:60,時間:2131_母:90_配:60,
2022.09.21 星期三,時間:0009_母:30_配:150,時間:0817_母:155_配:0,時間:1316_母:145_配:0,時間:1620_母:80_配:70,時間:1920_母:60_配:90,
2022.09.22 星期四,時間:2228_母:80_配:70,時間:0053_母:0_配:90,時間:0800_母:150_配:0,時間:1216_母:90_配:60,時間:1515_母:140_配:0,時間:1817_母:70_配:90,時間:2133_母:70_配:80,
2022.09.23 星期五,時間:0035_母:30_配:115,時間:0823_母:150_配:0,時間:1140_母:60_配:90,時間:1511_母:120_配:30,時間:1831_母:90_配:60,時間:2148_母:0_配:150,
2022.09.24 星期六,時間:0042_母:30_配:150,時間:0806_母:150_配:0,時間:1205_母:150_配:0,時間:1505_母:150_配:0,時間:1819_母:0_配:150,時間:2122_母:110_配:30,
2022.09.25 星期日,時間:0025_母:30_配:150,時間:0820_母:150_配:0,時間:1226_母:70_配:80,時間:1546_母:140_配:0,時間:1821_母:90_配:60,時間:2057_母:60_配:90,
2022.09.26 星期一,時間:0027_母:30_配:150,時間:0733_母:150_配:0,時間:1100_母:70_配:80,時間:1437_母:150_配:0,時間:1808_母:0_配:150,時間:2145_母:110_配:30,
2022.09.27 星期二,時間:0005_母:30_配:130,時間:0745_母:150_配:0,時間:1116_母:30_配:120,時間:1455_母:135_配:0,時間:2157_母:70_配:80,時間:1820_母:70_配:80,
2022.09.28 星期三,時間:0038_母:30_配:150,時間:0658_母:149_配:0,時間:1125_母:60_配:90,時間:1440_母:150_配:0,時間:1806_母:40_配:110,時間:2136_母:140_配:0,
2022.09.29 星期四,時間:0043_母:30_配:150,時間:0718_母:149_配:0,時間:1312_母:170_配:0,時間:1611_母:90_配:60,時間:1940_母:0_配:90,時間:2222_母:150_配:0,
2022.09.30 星期五,時間:0050_母:30_配:40,時間:0727_母:150_配:0,時間:1120_母:40_配:60,時間:1407_母:130_配:0,時間:1729_母:90_配:60,時間:2041_母:60_配:90,
2022.10.01 星期六,時間:0025_母:30_配:150,時間:0759_母:150_配:0,時間:1211_母:50_配:100,時間:1504_母:150_配:0,時間:1830_母:80_配:70,時間:2133_母:70_配:80,
2022.10.02 星期日,時間:0009_母:30_配:150,時間:0703_母:150_配:0,時間:1228_母:160_配:0,時間:1530_母:0_配:150,時間:1808_母:100_配:50,時間:2155_母:120_配:30,
2022.10.03 星期一,時間:0041_母:30_配:150,時間:0759_母:150_配:0,時間:1113_母:40_配:120,時間:1425_母:150_配:0,時間:1725_母:0_配:150,時間:2118_母:150_配:0,時間:2357_母:30_配:150,
2022.10.04 星期二,時間:0656_母:140_配:0,時間:1230_母:120_配:30,時間:1550_母:150_配:0,時間:1905_母:90_配:60,時間:2148_母:80_配:70,
2022.10.05 星期三,時間:0035_母:30_配:150,時間:0722_母:150_配:0,時間:1137_母:160_配:0,時間:1421_母:60_配:90,時間:1722_母:0_配:150,時間:2103_母:150_配:0,
2022.10.06 星期四,時間:0024_母:30_配:150,時間:0752_母:170_配:0,時間:1200_母:145_配:0,時間:1502_母:75_配:90,
